"SCHOOL_DISTRICT_NAME","SCHOOL_DISTRICT_NUMBER","year","month","pm25_mean"
"Kootenay Lake",8,2017,10,5.61625576019287
"Fort Nelson",81,2017,10,3.87935638427734
"Coast Mountains",82,2017,10,2.63682150840759
"Okanagan-Shuswap",83,2017,10,7.02770519256592
"Vancouver Island West",84,2017,10,2.92088961601257
"Vancouver Island North",85,2017,10,3.11014223098755
"Stikine",87,2017,10,2.31643223762512
"Nechako Lakes",91,2017,10,4.6640477180481
"Nisgaa",92,2017,10,2.56950426101685
"Central Coast",49,2017,10,2.76923513412476
"Okanagan-Skaha",67,2017,10,6.60296964645386
"Okanagan-Similkameen",53,2017,10,5.0195574760437
"Arrow Lakes",10,2017,11,5.7754282951355
"Revelstoke",19,2017,11,5.39439058303833
"Kootenay-Columbia",20,2017,11,6.29262351989746
"Vernon",22,2017,11,5.58520746231079
"Central Okanagan",23,2017,11,6.21305894851685
"Cariboo-Chilcotin",27,2017,11,5.08635187149048
"Quesnel",28,2017,11,6.94816732406616
"Chilliwack",33,2017,11,4.50706958770752
"Abbotsford",34,2017,11,5.18588209152222
"Langley",35,2017,11,5.27669858932495
"Surrey",36,2017,11,5.12057018280029
"Delta",37,2017,11,5.4550313949585
"Richmond",38,2017,11,5.01774835586548
"Vancouver",39,2017,11,4.76851272583008
"New Westminster",40,2017,11,4.73500490188599
"Burnaby",41,2017,11,4.88669013977051
"Maple-Ridge Pitt-Meadows",42,2017,11,5.97217655181885
"Coquitlam",43,2017,11,6.43612051010132
"North Vancouver",44,2017,11,6.57267904281616
"West Vancouver",45,2017,11,5.72940111160278
"Sunshine Coast",46,2017,11,5.25480794906616
"Powell RIver",47,2017,11,4.25194883346558
"Sea to Sky",48,2017,11,5.25394630432129
"South East Kootenay",5,2017,11,5.65420055389404
"Haida Gwaii",50,2017,11,2.45314264297485
"Boundary",51,2017,11,5.53808546066284
"Prince Rupert",52,2017,11,3.32209587097168
"Bulkley Valley",54,2017,11,4.65919208526611
"Prince George",57,2017,11,6.61475515365601
"Nicola-Similkameen",58,2017,11,5.21610355377197
"Peace River South",59,2017,11,6.50969219207764
"Rocky Mountain",6,2017,11,4.90578937530518
"Peace River North",60,2017,11,4.93410491943359
"Victoria",61,2017,11,5.03499555587769
"Sooke",62,2017,11,3.87936210632324
"Saanich",63,2017,11,5.23546314239502
"Gulf Islands",64,2017,11,5.13174962997437
"Nanaimo-Ladysmith",68,2017,11,3.75961494445801
"Qualicum",69,2017,11,3.394446849823
"Pacific Rim",70,2017,11,4.14321327209473
"Comox Valley",71,2017,11,2.9669554233551
"Campbell River",72,2017,11,3.93604493141174
"Kamloops-Thompson",73,2017,11,6.00599908828735
"Gold Trail",74,2017,11,5.20976400375366
"Mission",75,2017,11,5.8614764213562
"Fraser-Cascade",78,2017,11,5.42673778533936
"Cowichan",79,2017,11,3.42613863945007
"Kootenay Lake",8,2017,11,5.66019630432129
"Fort Nelson",81,2017,11,4.25710821151733
"Coast Mountains",82,2017,11,4.46756792068481
"Okanagan-Shuswap",83,2017,11,6.55545377731323
"Vancouver Island West",84,2017,11,3.83236837387085
"Vancouver Island North",85,2017,11,3.61634421348572
"Stikine",87,2017,11,4.35825681686401
"Nechako Lakes",91,2017,11,5.303870677948
"Nisgaa",92,2017,11,4.47258615493774
"Central Coast",49,2017,11,3.62559986114502
"Okanagan-Skaha",67,2017,11,5.83585119247437
"Okanagan-Similkameen",53,2017,11,4.84630632400513
"Arrow Lakes",10,2017,12,5.95859336853027
"Revelstoke",19,2017,12,5.83974170684814
"Kootenay-Columbia",20,2017,12,7.35853862762451
"Vernon",22,2017,12,6.72350358963013
"Central Okanagan",23,2017,12,6.63406848907471
"Cariboo-Chilcotin",27,2017,12,6.46294116973877
"Quesnel",28,2017,12,7.11640787124634
"Chilliwack",33,2017,12,6.70590782165527
"Abbotsford",34,2017,12,8.35818386077881
"Langley",35,2017,12,8.84846019744873
"Surrey",36,2017,12,9.30081558227539
"Delta",37,2017,12,8.85145664215088
"Richmond",38,2017,12,8.80692672729492
"Vancouver",39,2017,12,8.33128356933594
"New Westminster",40,2017,12,9.56368732452393
"Burnaby",41,2017,12,9.17093372344971
"Maple-Ridge Pitt-Meadows",42,2017,12,7.72511768341064
"Coquitlam",43,2017,12,8.48045921325684
"North Vancouver",44,2017,12,8.58718013763428
"West Vancouver",45,2017,12,7.59793901443481
"Sunshine Coast",46,2017,12,6.65218210220337
"Powell RIver",47,2017,12,5.4713716506958
"Sea to Sky",48,2017,12,6.30102777481079
"South East Kootenay",5,2017,12,6.53796672821045
"Haida Gwaii",50,2017,12,3.39294028282166
"Boundary",51,2017,12,6.90946626663208
"Prince Rupert",52,2017,12,4.14747142791748
"Bulkley Valley",54,2017,12,6.64629936218262
"Prince George",57,2017,12,7.40290307998657
"Nicola-Similkameen",58,2017,12,6.26550102233887
"Peace River South",59,2017,12,6.84427499771118
"Rocky Mountain",6,2017,12,5.29786109924316
"Peace River North",60,2017,12,7.03265905380249
"Victoria",61,2017,12,6.59899616241455
"Sooke",62,2017,12,7.13080883026123
"Saanich",63,2017,12,7.26027727127075
"Gulf Islands",64,2017,12,8.11786937713623
"Nanaimo-Ladysmith",68,2017,12,7.91315889358521
"Qualicum",69,2017,12,6.47403287887573
"Pacific Rim",70,2017,12,5.88359975814819
"Comox Valley",71,2017,12,5.77236843109131
"Campbell River",72,2017,12,5.0249171257019
"Kamloops-Thompson",73,2017,12,6.37159204483032
"Gold Trail",74,2017,12,6.1713809967041
"Mission",75,2017,12,8.0920934677124
"Fraser-Cascade",78,2017,12,6.89287424087524
"Cowichan",79,2017,12,7.5264368057251
"Kootenay Lake",8,2017,12,5.93099546432495
"Fort Nelson",81,2017,12,5.77520513534546
"Coast Mountains",82,2017,12,5.07082271575928
"Okanagan-Shuswap",83,2017,12,7.14943170547485
"Vancouver Island West",84,2017,12,5.75010967254639
"Vancouver Island North",85,2017,12,4.89285659790039
"Stikine",87,2017,12,3.47653484344482
"Nechako Lakes",91,2017,12,6.92124700546265
"Nisgaa",92,2017,12,5.79894065856934
"Central Coast",49,2017,12,4.28530216217041
"Okanagan-Skaha",67,2017,12,6.69367647171021
"Okanagan-Similkameen",53,2017,12,5.5871434211731
"Arrow Lakes",10,2018,1,5.83001184463501
"Revelstoke",19,2018,1,5.69198036193848
"Kootenay-Columbia",20,2018,1,7.2035059928894
"Vernon",22,2018,1,6.4378604888916
"Central Okanagan",23,2018,1,7.11201858520508
"Cariboo-Chilcotin",27,2018,1,5.4955153465271
"Quesnel",28,2018,1,5.55842876434326
"Chilliwack",33,2018,1,3.67665791511536
"Abbotsford",34,2018,1,6.16502618789673
"Langley",35,2018,1,6.35867404937744
"Surrey",36,2018,1,5.51326131820679
"Delta",37,2018,1,5.17960119247437
"Richmond",38,2018,1,5.05343770980835
"Vancouver",39,2018,1,4.7742657661438
"New Westminster",40,2018,1,5.14027833938599
"Burnaby",41,2018,1,5.2914834022522
"Maple-Ridge Pitt-Meadows",42,2018,1,5.66886949539185
"Coquitlam",43,2018,1,6.19810724258423
"North Vancouver",44,2018,1,6.31607294082642
"West Vancouver",45,2018,1,5.17595434188843
"Sunshine Coast",46,2018,1,5.01028871536255
"Powell RIver",47,2018,1,4.12461519241333
"Sea to Sky",48,2018,1,3.99931240081787
"South East Kootenay",5,2018,1,5.21810102462769
"Haida Gwaii",50,2018,1,2.40519142150879
"Boundary",51,2018,1,6.38546657562256
"Prince Rupert",52,2018,1,3.11963248252869
"Bulkley Valley",54,2018,1,7.01963901519775
"Prince George",57,2018,1,5.99807739257812
"Nicola-Similkameen",58,2018,1,5.0769476890564
"Peace River South",59,2018,1,5.63300466537476
"Rocky Mountain",6,2018,1,4.4719934463501
"Peace River North",60,2018,1,5.68990516662598
"Victoria",61,2018,1,4.58450174331665
"Sooke",62,2018,1,4.36937856674194
"Saanich",63,2018,1,5.1598653793335
"Gulf Islands",64,2018,1,4.96957111358643
"Nanaimo-Ladysmith",68,2018,1,4.84349298477173
"Qualicum",69,2018,1,4.79173803329468
"Pacific Rim",70,2018,1,4.94095611572266
"Comox Valley",71,2018,1,4.52190637588501
"Campbell River",72,2018,1,4.10236406326294
"Kamloops-Thompson",73,2018,1,6.8112325668335
"Gold Trail",74,2018,1,5.02555322647095
"Mission",75,2018,1,5.73577451705933
"Fraser-Cascade",78,2018,1,3.66477346420288
"Cowichan",79,2018,1,4.81113719940186
"Kootenay Lake",8,2018,1,5.54959869384766
"Fort Nelson",81,2018,1,4.5217866897583
"Coast Mountains",82,2018,1,4.86613321304321
"Okanagan-Shuswap",83,2018,1,7.26344108581543
"Vancouver Island West",84,2018,1,4.55074310302734
"Vancouver Island North",85,2018,1,3.93842887878418
"Stikine",87,2018,1,5.03285646438599
"Nechako Lakes",91,2018,1,7.32082319259644
"Nisgaa",92,2018,1,5.46923398971558
"Central Coast",49,2018,1,3.71061205863953
"Okanagan-Skaha",67,2018,1,6.67652893066406
"Okanagan-Similkameen",53,2018,1,4.83507061004639
"Arrow Lakes",10,2018,2,5.94598007202148
"Revelstoke",19,2018,2,6.15941572189331
"Kootenay-Columbia",20,2018,2,6.69184827804565
"Vernon",22,2018,2,6.05331134796143
"Central Okanagan",23,2018,2,6.52905082702637
"Cariboo-Chilcotin",27,2018,2,6.30361270904541
"Quesnel",28,2018,2,7.16717290878296
"Chilliwack",33,2018,2,4.72420597076416
"Abbotsford",34,2018,2,5.81885147094727
"Langley",35,2018,2,5.18498086929321
"Surrey",36,2018,2,5.78719425201416
"Delta",37,2018,2,5.00917482376099
"Richmond",38,2018,2,4.51252031326294
"Vancouver",39,2018,2,4.31019926071167
"New Westminster",40,2018,2,6.33235454559326
"Burnaby",41,2018,2,5.95074081420898
"Maple-Ridge Pitt-Meadows",42,2018,2,4.84103965759277
"Coquitlam",43,2018,2,5.35399723052979
"North Vancouver",44,2018,2,5.33846950531006
"West Vancouver",45,2018,2,4.35058975219727
"Sunshine Coast",46,2018,2,4.74015712738037
"Powell RIver",47,2018,2,4.61289310455322
"Sea to Sky",48,2018,2,5.52585792541504
"South East Kootenay",5,2018,2,5.18157052993774
"Haida Gwaii",50,2018,2,1.64948654174805
"Boundary",51,2018,2,6.34752988815308
"Prince Rupert",52,2018,2,3.00767755508423
"Bulkley Valley",54,2018,2,6.9280219078064
"Prince George",57,2018,2,6.71695423126221
"Nicola-Similkameen",58,2018,2,5.29849195480347
"Peace River South",59,2018,2,5.54744386672974
"Rocky Mountain",6,2018,2,4.99680948257446
"Peace River North",60,2018,2,5.62631893157959
"Victoria",61,2018,2,3.48926329612732
"Sooke",62,2018,2,3.8806779384613
"Saanich",63,2018,2,4.07970094680786
"Gulf Islands",64,2018,2,4.16859245300293
"Nanaimo-Ladysmith",68,2018,2,4.39486789703369
"Qualicum",69,2018,2,4.02375507354736
"Pacific Rim",70,2018,2,4.32010936737061
"Comox Valley",71,2018,2,4.2768120765686
"Campbell River",72,2018,2,4.99149036407471
"Kamloops-Thompson",73,2018,2,6.76493835449219
"Gold Trail",74,2018,2,5.96117973327637
"Mission",75,2018,2,5.26521396636963
"Fraser-Cascade",78,2018,2,4.75878953933716
"Cowichan",79,2018,2,4.15768909454346
"Kootenay Lake",8,2018,2,5.68191719055176
"Fort Nelson",81,2018,2,4.43962049484253
"Coast Mountains",82,2018,2,5.04813623428345
"Okanagan-Shuswap",83,2018,2,6.62704610824585
"Vancouver Island West",84,2018,2,4.25930976867676
"Vancouver Island North",85,2018,2,4.71105623245239
"Stikine",87,2018,2,4.99072217941284
"Nechako Lakes",91,2018,2,7.33782577514648
"Nisgaa",92,2018,2,5.63041687011719
"Central Coast",49,2018,2,4.29313325881958
"Okanagan-Skaha",67,2018,2,6.16389036178589
"Okanagan-Similkameen",53,2018,2,5.08625268936157
"Arrow Lakes",10,2018,3,6.19826126098633
"Revelstoke",19,2018,3,5.74518299102783
"Kootenay-Columbia",20,2018,3,7.48898887634277
"Vernon",22,2018,3,6.71311044692993
"Central Okanagan",23,2018,3,7.42962694168091
"Cariboo-Chilcotin",27,2018,3,4.8985743522644
"Quesnel",28,2018,3,5.10790157318115
"Chilliwack",33,2018,3,5.0267219543457
"Abbotsford",34,2018,3,6.93212175369263
"Langley",35,2018,3,6.72476387023926
"Surrey",36,2018,3,6.575852394104
"Delta",37,2018,3,6.20712375640869
"Richmond",38,2018,3,6.04038953781128
"Vancouver",39,2018,3,5.91628265380859
"New Westminster",40,2018,3,7.08324003219604
"Burnaby",41,2018,3,6.86437797546387
"Maple-Ridge Pitt-Meadows",42,2018,3,5.46780967712402
"Coquitlam",43,2018,3,6.09712171554565
"North Vancouver",44,2018,3,6.18119096755981
"West Vancouver",45,2018,3,5.48778390884399
"Sunshine Coast",46,2018,3,5.39649963378906
"Powell RIver",47,2018,3,4.7114577293396
"Sea to Sky",48,2018,3,5.84519004821777
"South East Kootenay",5,2018,3,5.06795930862427
"Haida Gwaii",50,2018,3,2.62110114097595
"Boundary",51,2018,3,7.07446765899658
"Prince Rupert",52,2018,3,3.41881513595581
"Bulkley Valley",54,2018,3,6.85650491714478
"Prince George",57,2018,3,5.58652019500732
"Nicola-Similkameen",58,2018,3,5.97157764434814
"Peace River South",59,2018,3,6.2653112411499
"Rocky Mountain",6,2018,3,4.64964151382446
"Peace River North",60,2018,3,5.99139595031738
"Victoria",61,2018,3,4.9628210067749
"Sooke",62,2018,3,4.23530721664429
"Saanich",63,2018,3,5.22974729537964
"Gulf Islands",64,2018,3,5.49996948242188
"Nanaimo-Ladysmith",68,2018,3,4.93467283248901
"Qualicum",69,2018,3,4.4194769859314
"Pacific Rim",70,2018,3,4.13121461868286
"Comox Valley",71,2018,3,4.06009531021118
"Campbell River",72,2018,3,3.98904418945312
"Kamloops-Thompson",73,2018,3,6.20769691467285
"Gold Trail",74,2018,3,5.65198469161987
"Mission",75,2018,3,5.60639715194702
"Fraser-Cascade",78,2018,3,5.77968978881836
"Cowichan",79,2018,3,4.33173990249634
"Kootenay Lake",8,2018,3,5.77466487884521
"Fort Nelson",81,2018,3,4.37070417404175
"Coast Mountains",82,2018,3,5.43125867843628
"Okanagan-Shuswap",83,2018,3,7.24111366271973
"Vancouver Island West",84,2018,3,3.89378309249878
"Vancouver Island North",85,2018,3,3.77483725547791
"Stikine",87,2018,3,4.97782850265503
"Nechako Lakes",91,2018,3,6.50161218643188
"Nisgaa",92,2018,3,5.84903049468994
"Central Coast",49,2018,3,3.73833584785461
"Okanagan-Skaha",67,2018,3,7.19341802597046
"Okanagan-Similkameen",53,2018,3,5.82907247543335
"Arrow Lakes",10,2018,4,5.69454526901245
"Revelstoke",19,2018,4,5.20712423324585
"Kootenay-Columbia",20,2018,4,5.69773292541504
"Vernon",22,2018,4,4.54756450653076
"Central Okanagan",23,2018,4,4.69576835632324
"Cariboo-Chilcotin",27,2018,4,4.8407096862793
"Quesnel",28,2018,4,5.3407506942749
"Chilliwack",33,2018,4,3.25154447555542
"Abbotsford",34,2018,4,5.09624767303467
"Langley",35,2018,4,5.37365627288818
"Surrey",36,2018,4,5.35918855667114
"Delta",37,2018,4,5.55596971511841
"Richmond",38,2018,4,5.47470331192017
"Vancouver",39,2018,4,5.28901529312134
"New Westminster",40,2018,4,5.76842164993286
"Burnaby",41,2018,4,5.17547845840454
"Maple-Ridge Pitt-Meadows",42,2018,4,3.68357968330383
"Coquitlam",43,2018,4,4.09740161895752
"North Vancouver",44,2018,4,4.23354387283325
"West Vancouver",45,2018,4,4.43310928344727
"Sunshine Coast",46,2018,4,4.33586168289185
"Powell RIver",47,2018,4,4.15201807022095
"Sea to Sky",48,2018,4,3.99400424957275
"South East Kootenay",5,2018,4,4.40585231781006
"Haida Gwaii",50,2018,4,3.35754752159119
"Boundary",51,2018,4,4.49054861068726
"Prince Rupert",52,2018,4,3.70604300498962
"Bulkley Valley",54,2018,4,5.60662364959717
"Prince George",57,2018,4,5.27695798873901
"Nicola-Similkameen",58,2018,4,3.08041024208069
"Peace River South",59,2018,4,4.89745140075684
"Rocky Mountain",6,2018,4,4.36064577102661
"Peace River North",60,2018,4,4.19193744659424
"Victoria",61,2018,4,5.24160957336426
"Sooke",62,2018,4,4.18252801895142
"Saanich",63,2018,4,5.12968444824219
"Gulf Islands",64,2018,4,5.10720062255859
"Nanaimo-Ladysmith",68,2018,4,4.12931108474731
"Qualicum",69,2018,4,4.00276613235474
"Pacific Rim",70,2018,4,3.76704597473145
"Comox Valley",71,2018,4,3.28838396072388
"Campbell River",72,2018,4,3.59737277030945
"Kamloops-Thompson",73,2018,4,5.10540056228638
"Gold Trail",74,2018,4,3.95119571685791
"Mission",75,2018,4,3.66515803337097
"Fraser-Cascade",78,2018,4,3.21268630027771
"Cowichan",79,2018,4,3.86417627334595
"Kootenay Lake",8,2018,4,5.11187791824341
"Fort Nelson",81,2018,4,3.72464489936829
"Coast Mountains",82,2018,4,4.73921537399292
"Okanagan-Shuswap",83,2018,4,5.53604412078857
"Vancouver Island West",84,2018,4,3.41670536994934
"Vancouver Island North",85,2018,4,3.75133323669434
"Stikine",87,2018,4,2.66345953941345
"Nechako Lakes",91,2018,4,5.30821704864502
"Nisgaa",92,2018,4,5.31451368331909
"Central Coast",49,2018,4,3.4347825050354
"Okanagan-Skaha",67,2018,4,4.47886037826538
"Okanagan-Similkameen",53,2018,4,3.54230451583862
"Arrow Lakes",10,2018,5,4.74449682235718
"Revelstoke",19,2018,5,5.06830215454102
"Kootenay-Columbia",20,2018,5,6.1379075050354
"Vernon",22,2018,5,5.06018161773682
"Central Okanagan",23,2018,5,4.68964338302612
"Cariboo-Chilcotin",27,2018,5,5.94281148910522
"Quesnel",28,2018,5,6.42819452285767
"Chilliwack",33,2018,5,5.1638388633728
"Abbotsford",34,2018,5,6.44977712631226
"Langley",35,2018,5,6.44274663925171
"Surrey",36,2018,5,7.32019424438477
"Delta",37,2018,5,8.78033065795898
"Richmond",38,2018,5,8.65548992156982
"Vancouver",39,2018,5,7.7171573638916
"New Westminster",40,2018,5,6.76984119415283
"Burnaby",41,2018,5,6.32049894332886
"Maple-Ridge Pitt-Meadows",42,2018,5,4.85709190368652
"Coquitlam",43,2018,5,5.3362135887146
"North Vancouver",44,2018,5,5.42631578445435
"West Vancouver",45,2018,5,6.35416746139526
"Sunshine Coast",46,2018,5,5.48772525787354
"Powell RIver",47,2018,5,5.18441677093506
"Sea to Sky",48,2018,5,4.19630765914917
"South East Kootenay",5,2018,5,4.24477624893188
"Haida Gwaii",50,2018,5,3.24106597900391
"Boundary",51,2018,5,5.12083435058594
"Prince Rupert",52,2018,5,2.59355545043945
"Bulkley Valley",54,2018,5,3.97378945350647
"Prince George",57,2018,5,5.80630016326904
"Nicola-Similkameen",58,2018,5,3.84537506103516
"Peace River South",59,2018,5,5.47167539596558
"Rocky Mountain",6,2018,5,4.1999249458313
"Peace River North",60,2018,5,6.40626192092896
"Victoria",61,2018,5,5.98588180541992
"Sooke",62,2018,5,4.61737966537476
"Saanich",63,2018,5,6.14866590499878
"Gulf Islands",64,2018,5,7.558518409729
"Nanaimo-Ladysmith",68,2018,5,5.53913640975952
"Qualicum",69,2018,5,4.99166822433472
"Pacific Rim",70,2018,5,3.98601031303406
"Comox Valley",71,2018,5,4.70865392684937
"Campbell River",72,2018,5,4.82669067382812
"Kamloops-Thompson",73,2018,5,6.0542311668396
"Gold Trail",74,2018,5,5.06578302383423
"Mission",75,2018,5,4.99833297729492
"Fraser-Cascade",78,2018,5,3.94767594337463
"Cowichan",79,2018,5,4.3121337890625
"Kootenay Lake",8,2018,5,4.47684097290039
"Fort Nelson",81,2018,5,6.65984010696411
"Coast Mountains",82,2018,5,3.52258658409119
"Okanagan-Shuswap",83,2018,5,6.26072931289673
"Vancouver Island West",84,2018,5,3.49069404602051
"Vancouver Island North",85,2018,5,3.85951852798462
"Stikine",87,2018,5,3.75110244750977
"Nechako Lakes",91,2018,5,5.18827772140503
"Nisgaa",92,2018,5,3.59765005111694
"Central Coast",49,2018,5,3.79854607582092
"Okanagan-Skaha",67,2018,5,4.29506492614746
"Okanagan-Similkameen",53,2018,5,4.12751340866089
"Arrow Lakes",10,2018,6,4.41573905944824
"Revelstoke",19,2018,6,4.79826307296753
"Kootenay-Columbia",20,2018,6,5.40095996856689
"Vernon",22,2018,6,5.28056478500366
"Central Okanagan",23,2018,6,5.64194440841675
"Cariboo-Chilcotin",27,2018,6,4.63292026519775
"Quesnel",28,2018,6,5.27424287796021
"Chilliwack",33,2018,6,3.03209614753723
"Abbotsford",34,2018,6,4.59578561782837
"Langley",35,2018,6,4.92206239700317
"Surrey",36,2018,6,4.84271812438965
"Delta",37,2018,6,5.66086673736572
"Richmond",38,2018,6,5.71937227249146
"Vancouver",39,2018,6,5.72348880767822
"New Westminster",40,2018,6,5.02112770080566
"Burnaby",41,2018,6,4.54419803619385
"Maple-Ridge Pitt-Meadows",42,2018,6,3.62095212936401
"Coquitlam",43,2018,6,4.2082052230835
"North Vancouver",44,2018,6,4.32002830505371
"West Vancouver",45,2018,6,5.27653694152832
"Sunshine Coast",46,2018,6,3.92016887664795
"Powell RIver",47,2018,6,3.00268626213074
"Sea to Sky",48,2018,6,2.52345848083496
"South East Kootenay",5,2018,6,3.75565028190613
"Haida Gwaii",50,2018,6,2.61038708686829
"Boundary",51,2018,6,4.94659662246704
"Prince Rupert",52,2018,6,2.54126811027527
"Bulkley Valley",54,2018,6,3.66014909744263
"Prince George",57,2018,6,4.91425466537476
"Nicola-Similkameen",58,2018,6,4.02526235580444
"Peace River South",59,2018,6,5.41173505783081
"Rocky Mountain",6,2018,6,3.50181412696838
"Peace River North",60,2018,6,5.12448072433472
"Victoria",61,2018,6,4.74353837966919
"Sooke",62,2018,6,3.7664589881897
"Saanich",63,2018,6,5.0057544708252
"Gulf Islands",64,2018,6,5.45119333267212
"Nanaimo-Ladysmith",68,2018,6,4.0218300819397
"Qualicum",69,2018,6,4.12757349014282
"Pacific Rim",70,2018,6,3.16788744926453
"Comox Valley",71,2018,6,3.77167272567749
"Campbell River",72,2018,6,2.62516403198242
"Kamloops-Thompson",73,2018,6,5.7038688659668
"Gold Trail",74,2018,6,4.52077054977417
"Mission",75,2018,6,3.83273935317993
"Fraser-Cascade",78,2018,6,2.84348368644714
"Cowichan",79,2018,6,3.26722550392151
"Kootenay Lake",8,2018,6,3.83339691162109
"Fort Nelson",81,2018,6,6.40271472930908
"Coast Mountains",82,2018,6,3.03434538841248
"Okanagan-Shuswap",83,2018,6,6.31469249725342
"Vancouver Island West",84,2018,6,2.79796409606934
"Vancouver Island North",85,2018,6,2.61490297317505
"Stikine",87,2018,6,3.11454629898071
"Nechako Lakes",91,2018,6,3.76552581787109
"Nisgaa",92,2018,6,3.12263441085815
"Central Coast",49,2018,6,2.57728815078735
"Okanagan-Skaha",67,2018,6,5.03392601013184
"Okanagan-Similkameen",53,2018,6,4.18827533721924
"Arrow Lakes",10,2018,7,6.36095857620239
